From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ORF)	EMBL
A0A744Q5N4	A0A744Q5N4	unreviewed	A0A744Q5N4_SALER	Linear amide C-N hydrolase	G8N62_001431	Salmonella enterica (Salmonella choleraesuis)	363	G8N62_001431	DAAURV010000004;
A0A757ZD12	A0A757ZD12	unreviewed	A0A757ZD12_SALER	Linear amide C-N hydrolase	G8Q34_002340	Salmonella enterica (Salmonella choleraesuis)	363	G8Q34_002340	DAAXHU010000005;
A0A5U2Q2U1	A0A5U2Q2U1	unreviewed	A0A5U2Q2U1_SALER	Linear amide C-N hydrolase	DVE05_04090 LR93_01955 LS49_05350 MA91_01725 MB12_11660	Salmonella enterica (Salmonella choleraesuis)	363	DVE05_04090 LR93_01955 LS49_05350 MA91_01725 MB12_11660	AAGBTW010000002;AAGKSP010000003;AAGKTI010000001;AAGKUD010000009;AAGKVE010000001;
A0A739ABG7	A0A739ABG7	unreviewed	A0A739ABG7_SALER	Linear amide C-N hydrolase	G4Y30_001403	Salmonella enterica (Salmonella choleraesuis)	363	G4Y30_001403	DAATNO010000003;
A0A757H5L5	A0A757H5L5	unreviewed	A0A757H5L5_SALER	Linear amide C-N hydrolase	G8R11_000412	Salmonella enterica (Salmonella choleraesuis)	363	G8R11_000412	DAAXED010000001;
A0A2T8T581	A0A2T8T581	unreviewed	A0A2T8T581_SALER	Linear amide C-N hydrolase	C4860_12875	Salmonella enterica (Salmonella choleraesuis)	363	C4860_12875	QDLQ01000008;
A0A756GDU8	A0A756GDU8	unreviewed	A0A756GDU8_SALER	Linear amide C-N hydrolase	G5U80_001566 G8R48_000829 G8Y69_001564	Salmonella enterica (Salmonella choleraesuis)	363	G5U80_001566 G8R48_000829 G8Y69_001564	DAAWMO010000003;DAAWYZ010000002;DAAXTR010000003;
A0A232T0H4	A0A232T0H4	unreviewed	A0A232T0H4_SALER	Linear amide C-N hydrolase	A7D45_01155 AZF90_04990 DT651_04195 EKD96_05365 F2D26_03730	Salmonella enterica (Salmonella choleraesuis)	363	A7D45_01155 AZF90_04990 DT651_04195 EKD96_05365 F2D26_03730	AAGBOZ010000002;AAGODW010000002;AAKHLQ010000003;QWJL01000001;SDIQ01000008;
A0A344SBB7	A0A344SBB7	unreviewed	A0A344SBB7_SALER	Linear amide C-N hydrolase	CHC34_15125 D9O31_06755 EAK82_21315 FJR63_21070	Salmonella enterica (Salmonella choleraesuis)	363	CHC34_15125 D9O31_06755 EAK82_21315 FJR63_21070	CP030219;RVIJ01000029;RWAH01000004;VFRH01000023;
A0A750L4W0	A0A750L4W0	unreviewed	A0A750L4W0_SALER	Linear amide C-N hydrolase	G8K65_000242 G9A24_000250 G9A40_002944	Salmonella enterica (Salmonella choleraesuis)	363	G8K65_000242 G9A24_000250 G9A40_002944	DAAUGE010000001;DAAVML010000006;DAAVZA010000001;
A0A3K0T2Q0	A0A3K0T2Q0	unreviewed	A0A3K0T2Q0_SALER	Linear amide C-N hydrolase	EE393_02385	Salmonella enterica (Salmonella choleraesuis)	363	EE393_02385	RNKS01000003;
A0A763QQT1	A0A763QQT1	unreviewed	A0A763QQT1_SALER	Linear amide C-N hydrolase	G8432_001018	Salmonella enterica (Salmonella choleraesuis)	363	G8432_001018	DAAYIX010000004;
A0A701YUH9	A0A701YUH9	unreviewed	A0A701YUH9_SALER	Linear amide C-N hydrolase	G0B48_05675	Salmonella enterica (Salmonella choleraesuis)	363	G0B48_05675	DAAMGL010000003;
A0A3V9VFG9	A0A3V9VFG9	unreviewed	A0A3V9VFG9_SALER	Linear amide C-N hydrolase	CG587_02510	Salmonella enterica (Salmonella choleraesuis)	363	CG587_02510	AAKOJA010000001;
A0A749Z6Z9	A0A749Z6Z9	unreviewed	A0A749Z6Z9_SALER	Linear amide C-N hydrolase	G8N95_001816	Salmonella enterica (Salmonella choleraesuis)	363	G8N95_001816	DAAVRS010000003;
A0A5T3VP78	A0A5T3VP78	unreviewed	A0A5T3VP78_SALER	Linear amide C-N hydrolase	ES798_21835	Salmonella enterica (Salmonella choleraesuis)	356	ES798_21835	AACZOV010000214;
A0A3W8M773	A0A3W8M773	unreviewed	A0A3W8M773_SALER	Linear amide C-N hydrolase	ND68_04885	Salmonella enterica (Salmonella choleraesuis)	363	ND68_04885	AAGKWS010000002;
A0A5U7YXQ3	A0A5U7YXQ3	unreviewed	A0A5U7YXQ3_SALER	Linear amide C-N hydrolase	CA474_02650 CK693_03270 D3K52_03375 DIM45_01255 DXG67_00940 FQP97_11095	Salmonella enterica (Salmonella choleraesuis)	363	CA474_02650 CK693_03270 D3K52_03375 DIM45_01255 DXG67_00940 FQP97_11095	AAGHGP010000001;AAGJGS010000001;AAGSZI010000001;AAGYXE010000001;AAJAEC010000016;AAKLAX010000001;
A0A628V6Q6	A0A628V6Q6	unreviewed	A0A628V6Q6_SALER	Linear amide C-N hydrolase	GB848_19845	Salmonella enterica (Salmonella choleraesuis)	362	GB848_19845	AAMBER010000016;
A0A3K9B5X0	A0A3K9B5X0	unreviewed	A0A3K9B5X0_SALER	Linear amide C-N hydrolase	EEM47_24490	Salmonella enterica (Salmonella choleraesuis)	363	EEM47_24490	ROVY01000196;
A0A5T2XJQ3	A0A5T2XJQ3	unreviewed	A0A5T2XJQ3_SALER	Linear amide C-N hydrolase	DLN26_05160	Salmonella enterica (Salmonella choleraesuis)	363	DLN26_05160	AACWKH010000004;
A0A5T5J112	A0A5T5J112	unreviewed	A0A5T5J112_SALER	Linear amide C-N hydrolase	CAM06_12620 CSF29_03830 CXS49_22635 DIK26_09795 DO274_08805 DQ594_14395 DXG92_11255 EAV15_11235 EW248_10260 F2T28_11990 F7J00_21160 F9N04_12595 FRI05_09750 GC632_12665	Salmonella enterica (Salmonella choleraesuis)	363	CAM06_12620 CSF29_03830 CXS49_22635 DIK26_09795 DO274_08805 DQ594_14395 DXG92_11255 EAV15_11235 EW248_10260 F2T28_11990 F7J00_21160 F9N04_12595 FRI05_09750 GC632_12665	AACXPP010000010;AACZYW010000023;AAGATU010000007;AAGBFX010000024;AAGCDH010000009;AAGEQO010000010;AAHASM010000004;AAJBJX010000014;AAKIEA010000011;AAKRRA010000136;AAKRUL010000023;AALEWU010000203;AALMVK010000010;AAMGZK010000010;
A0A746KNC5	A0A746KNC5	unreviewed	A0A746KNC5_SALER	Linear amide C-N hydrolase	G5T49_000241 G5T56_003749 G8A08_000247 G8A87_000828 G8A95_000247 G8B61_003383 G8L76_000247 G8L81_000247 G8M20_003969 G8M31_003054 G8M37_003419 G8M57_000247 G8M97_003351 G8N07_003807 G9A18_000247 G9A56_000247 G9B95_003599 G9F20_003368	Salmonella enterica (Salmonella choleraesuis)	363	G5T49_000241 G5T56_003749 G8A08_000247 G8A87_000828 G8A95_000247 G8B61_003383 G8L76_000247 G8L81_000247 G8M20_003969 G8M31_003054 G8M37_003419 G8M57_000247 G8M97_003351 G8N07_003807 G9A18_000247 G9A56_000247 G9B95_003599 G9F20_003368	DAAUPL010000006;DAAUNJ010000007;DAAULR010000008;DAAUTU010000008;DAAUWN010000001;DAAUYV010000001;DAAUZK010000002;DAAVCN010000008;DAAVFO010000001;DAAVFP010000006;DAAVFG010000008;DAAVHM010000001;DAAVKO010000001;DAAVTY010000007;DAAVTA010000001;DAAVXS010000001;DAAWLJ010000001;DAAWLU010000008;
A0A750BR66	A0A750BR66	unreviewed	A0A750BR66_SALER	Linear amide C-N hydrolase	G9B32_003085	Salmonella enterica (Salmonella choleraesuis)	363	G9B32_003085	DAAVQR010000005;
A0A5Z2M1I9	A0A5Z2M1I9	unreviewed	A0A5Z2M1I9_SALER	Linear amide C-N hydrolase	EHH49_02145	Salmonella enterica (Salmonella choleraesuis)	363	EHH49_02145	AACYFK010000001;
A0A8E7U417	A0A8E7U417	unreviewed	A0A8E7U417_SALER	Linear amide C-N hydrolase	A7R97_11640 B6E70_10800 B6K03_12375 B6K04_06850 B6K77_05780 CIC23_011010 CIC24_011350 XR86_05725 ZN15_12745	Salmonella enterica (Salmonella choleraesuis)	363	A7R97_11640 B6E70_10800 B6K03_12375 B6K04_06850 B6K77_05780 CIC23_011010 CIC24_011350 XR86_05725 ZN15_12745	CP074626;CP074628;CP074658;CP074659;CP075046;CP075050;CP075138;CP075108;CP075109;
A0A743WTJ8	A0A743WTJ8	unreviewed	A0A743WTJ8_SALER	Linear amide C-N hydrolase	G8M92_001103	Salmonella enterica (Salmonella choleraesuis)	363	G8M92_001103	DAAUNR010000002;
A0A5U5UR23	A0A5U5UR23	unreviewed	A0A5U5UR23_SALER	Linear amide C-N hydrolase	BUX03_07575	Salmonella enterica (Salmonella choleraesuis)	363	BUX03_07575	AAGPUO010000007;
A0A5Z3S658	A0A5Z3S658	unreviewed	A0A5Z3S658_SALER	Linear amide C-N hydrolase	AOC80_12760 BZ045_00325 C8848_00325 D3R72_01385 D4S98_00350 D8Q09_02780 DDQ56_17705 DNG04_00445 DSQ24_07345 EA931_03065 F2H88_00325 FQZ57_03965	Salmonella enterica (Salmonella choleraesuis)	363	AOC80_12760 BZ045_00325 C8848_00325 D3R72_01385 D4S98_00350 D8Q09_02780 DDQ56_17705 DNG04_00445 DSQ24_07345 EA931_03065 F2H88_00325 FQZ57_03965	AACUTK010000001;AACUXF010000001;AAGAPJ010000001;AAGDKC010000001;AAGDNH010000001;AAGIXZ010000003;AAGMVB010000006;AAGRIJ010000001;AAICCQ010000001;AAIOIQ010000016;AAJBIW010000010;AAKMTO010000001;
A0A5V0RNR7	A0A5V0RNR7	unreviewed	A0A5V0RNR7_SALER	Linear amide C-N hydrolase	CBE99_03715 CE146_07115 CKP31_01670 CU951_03430 D0579_05100 D2W78_01105 D3J24_01170 D3J43_01655 DYS55_01100 EF010_01630 EHN16_01615 EKI11_15565 EOJ18_01195 F1C70_03830 F8625_00195 F8X11_00045 FQO91_01690 GCH75_01670 GFE54_03375 R347_01125	Salmonella enterica (Salmonella choleraesuis)	363	CBE99_03715 CE146_07115 CKP31_01670 CU951_03430 D0579_05100 D2W78_01105 D3J24_01170 D3J43_01655 DYS55_01100 EF010_01630 EHN16_01615 EKI11_15565 EOJ18_01195 F1C70_03830 F8625_00195 F8X11_00045 FQO91_01690 GCH75_01670 GFE54_03375 R347_01125	AACUIO010000001;AACUZK010000001;AACVBZ010000001;AACVGV010000038;AAGCIX010000001;AAGDEP010000001;AAGGVJ010000005;AAGJRR010000001;AAGJRX010000001;AAGKBG010000001;AAGTDD010000001;AAGWRV010000004;AAGYNR010000001;AAHBPM010000001;AAJAAW010000001;AAKGCU010000002;AALHJN010000001;AALHXZ010000001;AAMDFG010000001;AAMOUK010000004;
A0A8F7U719	A0A8F7U719	unreviewed	A0A8F7U719_SALER	Linear amide C-N hydrolase	JMJ87_18360	Salmonella enterica (Salmonella choleraesuis)	363	JMJ87_18360	CP079839;
A0A613RR22	A0A613RR22	unreviewed	A0A613RR22_SALER	Linear amide C-N hydrolase	GB699_14545	Salmonella enterica (Salmonella choleraesuis)	363	GB699_14545	AAMBAD010000047;
A0A5T5PQK0	A0A5T5PQK0	unreviewed	A0A5T5PQK0_SALER	Linear amide C-N hydrolase	DMS94_23355 DOF78_17135 DOF85_23605	Salmonella enterica (Salmonella choleraesuis)	362	DMS94_23355 DOF78_17135 DOF85_23605	AAGAQC010000023;AAGFCB010000042;AAGFHZ010000018;
A0A344SQ01	A0A344SQ01	unreviewed	A0A344SQ01_SALER	Linear amide C-N hydrolase	ED173_20430 EEN88_23165	Salmonella enterica (Salmonella choleraesuis)	363	ED173_20430 EEN88_23165	RNGN01000106;RNUA01000173;
A0A742QSV5	A0A742QSV5	unreviewed	A0A742QSV5_SALER	Linear amide C-N hydrolase	G9B36_000729	Salmonella enterica (Salmonella choleraesuis)	363	G9B36_000729	DAAUKA010000001;
A0A758TKI4	A0A758TKI4	unreviewed	A0A758TKI4_SALER	Linear amide C-N hydrolase	G8V23_000893	Salmonella enterica (Salmonella choleraesuis)	370	G8V23_000893	DAAXKX010000002;
A0A5U2LYV2	A0A5U2LYV2	unreviewed	A0A5U2LYV2_SALER	Linear amide C-N hydrolase	LL66_01605	Salmonella enterica (Salmonella choleraesuis)	363	LL66_01605	AAGKQF010000001;
A0A5Z8M203	A0A5Z8M203	unreviewed	A0A5Z8M203_SALER	Linear amide C-N hydrolase	CV292_06365	Salmonella enterica (Salmonella choleraesuis)	363	CV292_06365	AAKKTY010000002;
A0A5U2NJ40	A0A5U2NJ40	unreviewed	A0A5U2NJ40_SALER	Linear amide C-N hydrolase	LZ49_02670	Salmonella enterica (Salmonella choleraesuis)	363	LZ49_02670	AAGKTT010000001;
A0A756ZLV2	A0A756ZLV2	unreviewed	A0A756ZLV2_SALER	Linear amide C-N hydrolase	G8052_000861 G8O57_000898 G8U39_000910 G8Z70_000961	Salmonella enterica (Salmonella choleraesuis)	363	G8052_000861 G8O57_000898 G8U39_000910 G8Z70_000961	DAAWZH010000002;DAAXCT010000002;DAAXZO010000002;DAAYAC010000002;
A0A755X9X5	A0A755X9X5	unreviewed	A0A755X9X5_SALER	Linear amide C-N hydrolase	G8S43_000588	Salmonella enterica (Salmonella choleraesuis)	363	G8S43_000588	DAAWWX010000001;
A0A5Y4SML2	A0A5Y4SML2	unreviewed	A0A5Y4SML2_SALER	Linear amide C-N hydrolase	DKN31_22310 DVC25_03675 DWQ97_02225 F1C91_03190 F6095_02155 F7N27_01450 F8334_03830 FQV99_02160 FQX94_07255	Salmonella enterica (Salmonella choleraesuis)	363	DKN31_22310 DVC25_03675 DWQ97_02225 F1C91_03190 F6095_02155 F7N27_01450 F8334_03830 FQV99_02160 FQX94_07255	AAGAEP010000125;AAGGFH010000001;AAGJBL010000001;AAJAXL010000001;AAJBBI010000017;AAKGAL010000002;AALBKD010000001;AALFAZ010000002;AALHQD010000007;
A0A5Y5D5M5	A0A5Y5D5M5	unreviewed	A0A5Y5D5M5_SALER	Linear amide C-N hydrolase	FRJ74_00130	Salmonella enterica (Salmonella choleraesuis)	363	FRJ74_00130	AAJBOJ010000001;
A0A3F3JG48	A0A3F3JG48	unreviewed	A0A3F3JG48_SALER	Hydrolase (Linear amide C-N hydrolase)	A7E06_25565 A7S51_01035 KO51_22055 NL99_19305	Salmonella enterica (Salmonella choleraesuis)	363	A7E06_25565 A7S51_01035 KO51_22055 NL99_19305	AAACVH010000036;RSMR01000031;RSUV01000028;MLTE01000001;
A0A402SUC3	A0A402SUC3	unreviewed	A0A402SUC3_SALER	Linear amide C-N hydrolase	ATQ15_21615	Salmonella enterica (Salmonella choleraesuis)	363	ATQ15_21615	RSTW01000022;
A0A701ZC37	A0A701ZC37	unreviewed	A0A701ZC37_SALER	Linear amide C-N hydrolase	G0B27_05830 GND40_000232	Salmonella enterica (Salmonella choleraesuis)	363	G0B27_05830 GND40_000232	DAAMGM010000003;DAAWHU010000001;
A0A3V4IL26	A0A3V4IL26	unreviewed	A0A3V4IL26_SALER	Linear amide C-N hydrolase	EI538_00245	Salmonella enterica (Salmonella choleraesuis)	363	EI538_00245	RSEO01000001;
A0A5T8YQK2	A0A5T8YQK2	unreviewed	A0A5T8YQK2_SALER	Linear amide C-N hydrolase	D1V33_01240	Salmonella enterica (Salmonella choleraesuis)	363	D1V33_01240	AAGGYT010000001;
A0A723AD07	A0A723AD07	unreviewed	A0A723AD07_SALER	Linear amide C-N hydrolase	G1397_03695 G1401_00060 G1420_03695 G1421_00060 G1431_03695 G1448_04740 G1457_03695 G1484_03695 G1499_03695 G1502_03690 GYJ83_00060	Salmonella enterica (Salmonella choleraesuis)	363	G1397_03695 G1401_00060 G1420_03695 G1421_00060 G1431_03695 G1448_04740 G1457_03695 G1484_03695 G1499_03695 G1502_03690 GYJ83_00060	DAAHPU010000001;DAAQFQ010000002;DAAQGC010000001;DAAQGP010000002;DAAQGU010000001;DAAQGX010000002;DAAQIB010000002;DAAQIE010000002;DAAQIK010000002;DAAQJL010000002;DAAQMI010000002;
A0A379QPF0	A0A379QPF0	unreviewed	A0A379QPF0_SALER	Hydrolase (EC 3.5.1.24)	cbh NCTC10252_02673	Salmonella enterica (Salmonella choleraesuis)	362	NCTC10252_02673	UGWP01000004;
A0A750I1R2	A0A750I1R2	unreviewed	A0A750I1R2_SALER	Linear amide C-N hydrolase	G9F26_003981	Salmonella enterica (Salmonella choleraesuis)	363	G9F26_003981	DAAVPZ010000029;
A0A5V0U7D7	A0A5V0U7D7	unreviewed	A0A5V0U7D7_SALER	Linear amide C-N hydrolase	CK682_02375 CN851_01775 COG59_03300 D3D36_10265 F1A14_02035 F6Y96_05950 FRL67_21910	Salmonella enterica (Salmonella choleraesuis)	363	CK682_02375 CN851_01775 COG59_03300 D3D36_10265 F1A14_02035 F6Y96_05950 FRL67_21910	AAGDIC010000019;AAGEYP010000001;AAGYXI010000001;AAGZKN010000001;AAJCHF010000194;AAKFXL010000001;AALBKR010000010;
A0A1S1ADV8	A0A1S1ADV8	unreviewed	A0A1S1ADV8_SALER	Linear amide C-N hydrolase	ASQ14_11190 F1527_11485 FE26_02890	Salmonella enterica (Salmonella choleraesuis)	363	ASQ14_11190 F1527_11485 FE26_02890	AAGKKO010000001;RSTN01000008;CP043773;
A0A746HLI1	A0A746HLI1	unreviewed	A0A746HLI1_SALER	Linear amide C-N hydrolase	G8D44_003604	Salmonella enterica (Salmonella choleraesuis)	363	G8D44_003604	DAAVAT010000020;
A0A751DWT5	A0A751DWT5	unreviewed	A0A751DWT5_SALER	Linear amide C-N hydrolase	G0D34_04950 G0D35_04970 G0D36_06115 G1510_04890 G4I47_000777 G4K81_000949 G5U41_000883 G5U56_000930 G7936_001380 G8S18_001352 GDL32_01150	Salmonella enterica (Salmonella choleraesuis)	363	G0D34_04950 G0D35_04970 G0D36_06115 G1510_04890 G4I47_000777 G4K81_000949 G5U41_000883 G5U56_000930 G7936_001380 G8S18_001352 GDL32_01150	DAAAJG010000001;DAAMHX010000003;DAAMIB010000002;DAAMIE010000002;DAAQJV010000002;DAASKV010000002;DAASRC010000002;DAAVXY010000003;DAAWML010000002;DAAWQQ010000002;DAAXCC010000003;
A0A3F3I751	A0A3F3I751	unreviewed	A0A3F3I751_SALER	Hydrolase (Linear amide C-N hydrolase)	ATP91_06685 ATR96_01245 BH006_10075 VH79_05570	Salmonella enterica (Salmonella choleraesuis)	363	ATP91_06685 ATR96_01245 BH006_10075 VH79_05570	AAGLUV010000002;RSTU01000004;RSTY01000001;MJEL01000062;
A0A5T3YG21	A0A5T3YG21	unreviewed	A0A5T3YG21_SALER	Linear amide C-N hydrolase	A0Q75_11140 A9X21_17515 AIH85_07945 AMM99_01595 AXB53_18175 AYD24_01725 AZF98_02930 B1A70_11325 B1L51_03810 BRR23_05920 BZ193_01345 CCW56_00590 CFJ71_05155 CJH67_03880 CWV14_16065 D0V52_01250 D1E31_02125 D2W39_00780 D3T71_00515 D5Q97_04870 DMT01_00635 DMU15_05400 DQQ47_24140 DR965_07940 DXW19_18175 E8M17_13745 EQ92_08345 EUZ05_03810 EVK26_02590 F2E73_16915 F2I18_08095 F7342_21335 F7L41_01190 F7S02_07475 F9N77_02525 FPD21_01750 FQO59_22890 FQW02_02565 FQW62_05315 FRI24_11910 FRK21_04500 GB807_05075 GC609_03000 GC738_03725 GCA67_03750 GD510_22045 KV06_02665 LB15_07605 LE65_13790	Salmonella enterica (Salmonella choleraesuis)	363	A0Q75_11140 A9X21_17515 AIH85_07945 AMM99_01595 AXB53_18175 AYD24_01725 AZF98_02930 B1A70_11325 B1L51_03810 BRR23_05920 BZ193_01345 CCW56_00590 CFJ71_05155 CJH67_03880 CWV14_16065 D0V52_01250 D1E31_02125 D2W39_00780 D3T71_00515 D5Q97_04870 DMT01_00635 DMU15_05400 DQQ47_24140 DR965_07940 DXW19_18175 E8M17_13745 EQ92_08345 EUZ05_03810 EVK26_02590 F2E73_16915 F2I18_08095 F7342_21335 F7L41_01190 F7S02_07475 F9N77_02525 FPD21_01750 FQO59_22890 FQW02_02565 FQW62_05315 FRI24_11910 FRK21_04500 GB807_05075 GC609_03000 GC738_03725 GCA67_03750 GD510_22045 KV06_02665 LB15_07605 LE65_13790	AACVZZ010000026;AACZSP010000001;AACZUF010000001;AAGALT010000002;AAGFCD010000001;AAGGTW010000001;AAGGXR010000001;AAGBJE010000010;AAGHLF010000001;AAGHOJ010000005;AAGIUH010000082;AAGJHO010000016;AAGJQP010000001;AAGKGT010000004;AAGKMY010000001;AAGKNP010000008;AAGKQC010000004;AAGMUQ010000001;AAGNYN010000001;AAGOAE010000017;AAGOCS010000002;AAGPWL010000021;AAGPYS010000007;AAGQHX010000001;AAGRJN010000020;AAGRXJ010000085;AAGWWG010000002;AAGYAS010000001;AAHCDH010000011;AAIMJY010000004;AAIQKL010000001;AAJAYB010000002;AAJAYI010000003;AAJBKL010000019;AAJBTY010000002;AAJEUS010000081;AAKHQU010000136;AAKKEU010000001;AAKQCT010000003;AALERK010000001;AALFOL010000085;AALFDX010000013;AALMYN010000001;AAMBDH010000002;AAMCFN010000001;AAMGXV010000001;AAMHAO010000001;AAMKBK010000001;AAMMBM010000127;
A0A749Y0I9	A0A749Y0I9	unreviewed	A0A749Y0I9_SALER	Linear amide C-N hydrolase	G8N45_000711 G8N59_000711 G8N66_000710 G8N89_000711 G8O02_000173 G9E84_000710	Salmonella enterica (Salmonella choleraesuis)	363	G8N45_000711 G8N59_000711 G8N66_000710 G8N89_000711 G8O02_000173 G9E84_000710	DAAUMB010000001;DAAURX010000001;DAAURQ010000001;DAAURI010000001;DAAVUH010000001;DAAVRJ010000001;
A0A5V3RSZ5	A0A5V3RSZ5	unreviewed	A0A5V3RSZ5_SALER	Linear amide C-N hydrolase	ABG86_03825 AIO43_00460 BS782_01570 BSC26_01570 BU402_01570 CBH59_01570 CJ689_01570 CKA73_01570 CNZ84_01570 CRI06_01560 DMT35_03570 DOO22_01605 E1739_01590 GC859_01570 GCS02_04875 OJ53_04525 RH00_01570 VO83_15000 YW40_20605	Salmonella enterica (Salmonella choleraesuis)	363	ABG86_03825 AIO43_00460 BS782_01570 BSC26_01570 BU402_01570 CBH59_01570 CJ689_01570 CKA73_01570 CNZ84_01570 CRI06_01560 DMT35_03570 DOO22_01605 E1739_01590 GC859_01570 GCS02_04875 OJ53_04525 RH00_01570 VO83_15000 YW40_20605	AACVRN010000001;AAGALH010000002;AAGARP010000001;AAGKYF010000002;AAGLCF010000001;AAGLVS010000028;AAGMEQ010000160;AAGMJT010000004;AAGMKC010000001;AAGRKK010000001;AAGRLC010000001;AAGSZQ010000001;AAGYFC010000001;AAGYHW010000001;AAGZII010000001;AAHAQH010000001;AAKNYD010000001;AAMECU010000003;AAMHFA010000001;
A0A403JYM2	A0A403JYM2	unreviewed	A0A403JYM2_SALER	Linear amide C-N hydrolase	EBH50_14560	Salmonella enterica (Salmonella choleraesuis)	363	EBH50_14560	RUTY01000015;
A0A5Y8LD70	A0A5Y8LD70	unreviewed	A0A5Y8LD70_SALER	Linear amide C-N hydrolase	F0B90_01820	Salmonella enterica (Salmonella choleraesuis)	363	F0B90_01820	AAKAZX010000001;
A0A601EKD5	A0A601EKD5	unreviewed	A0A601EKD5_SALER	Linear amide C-N hydrolase	CJ411_07330 CJT13_06865 D1221_05365 F0404_02620 F1I74_18600 F1I88_19975 F2358_20375 F3E95_11530 F3M78_09910 F7L53_05215 F7M32_12685 F7M39_04390 F7M56_21080 F8828_17630 F8884_06510 F9F75_12520 GB974_01575 GC701_15305 GCX61_07370 UK58_10465 UK78_05070 XQ26_06210	Salmonella enterica (Salmonella choleraesuis)	363	CJ411_07330 CJT13_06865 D1221_05365 F0404_02620 F1I74_18600 F1I88_19975 F2358_20375 F3E95_11530 F3M78_09910 F7L53_05215 F7M32_12685 F7M39_04390 F7M56_21080 F8828_17630 F8884_06510 F9F75_12520 GB974_01575 GC701_15305 GCX61_07370 UK58_10465 UK78_05070 XQ26_06210	AACUOT010000002;AAGLRV010000026;AAGLTG010000010;AAGMCP010000003;AAGYGA010000004;AAGYNN010000003;AAKDTP010000001;AAKGNZ010000023;AAKGOQ010000080;AAKMWT010000022;AAKTGP010000137;AAKTUS010000020;AALEND010000031;AALENW010000002;AALEOE010000009;AALEQZ010000002;AALKAW010000039;AALKDA010000011;AALMST010000025;AAMCDT010000001;AAMGPG010000006;AAMGYI010000015;
A0A5V0XXL6	A0A5V0XXL6	unreviewed	A0A5V0XXL6_SALER	Linear amide C-N hydrolase	A7E02_02485 B5O36_06270 B5U63_12070 BRO83_01535 C1998_07265 C1B73_02485 C3073_02485 C6640_01920 CP732_02485 D0A98_01590 D0D26_14840 D3422_02605 D3R13_02585 DDR86_02600 DLP15_01590 DP494_01560 DRC00_05815 DXN46_01990 DY543_02600 EA993_02570 EHT61_03095 EHZ85_14775 EIP61_21345 EJ354_02570 EJM10_02985 ET393_02570 F1L07_02015 F2345_02485 F2F24_02485 F2H79_01535 F3442_02485 F3635_08895 F3V36_02485 F6Y97_02660 F7379_02485 F7M02_02485 F7M37_00440 F7M75_02485 F7U47_01675 F8877_02015 F8944_00225 F8G36_02485 F9D97_19510 FLI35_02015 FNG79_02485 FQC72_02485 FQC92_00440 FQD52_00225 FQD69_02485 FQX77_01535 FR188_21940 FRI36_02485 FRI81_23165 FRJ17_05770 FRL64_12145 FRM56_02015 GB561_02485 GC506_05770 GC708_02485 GCX57_01535 GCX66_02490 GCY43_01305	Salmonella enterica (Salmonella choleraesuis)	363	A7E02_02485 B5O36_06270 B5U63_12070 BRO83_01535 C1998_07265 C1B73_02485 C3073_02485 C6640_01920 CP732_02485 D0A98_01590 D0D26_14840 D3422_02605 D3R13_02585 DDR86_02600 DLP15_01590 DP494_01560 DRC00_05815 DXN46_01990 DY543_02600 EA993_02570 EHT61_03095 EHZ85_14775 EIP61_21345 EJ354_02570 EJM10_02985 ET393_02570 F1L07_02015 F2345_02485 F2F24_02485 F2H79_01535 F3442_02485 F3635_08895 F3V36_02485 F6Y97_02660 F7379_02485 F7M02_02485 F7M37_00440 F7M75_02485 F7U47_01675 F8877_02015 F8944_00225 F8G36_02485 F9D97_19510 FLI35_02015 FNG79_02485 FQC72_02485 FQC92_00440 FQD52_00225 FQD69_02485 FQX77_01535 FR188_21940 FRI36_02485 FRI81_23165 FRJ17_05770 FRL64_12145 FRM56_02015 GB561_02485 GC506_05770 GC708_02485 GCX57_01535 GCX66_02490 GCY43_01305	AACUXK010000001;AACVDH010000111;AACYGT010000002;AACYHP010000039;AACYQD010000002;AACYWH010000001;AACZRX010000001;AAGAHK010000001;AAGCEC010000001;AAGCQJ010000001;AAGEWD010000001;AAGFLD010000001;AAGGNR010000001;AAGGRP010000020;AAGBGW010000002;AAGJRS010000001;AAGJSW010000001;AAGPKK010000001;AAGQHR010000003;AAGQJT010000022;AAGROW010000001;AAHAAA010000001;AAIBJA010000001;AAIGFF010000001;AAIHMR010000004;AAIMKU010000001;AAIMQX010000001;AAIWZP010000001;AAJAPC010000001;AAJAPM010000001;AAJARM010000001;AAJAUB010000001;AAJBCI010000001;AAJBSA010000002;AAJBVD010000115;AAJBWB010000001;AAJCCY010000001;AAJCHI010000048;AAJCKG010000082;AAKGHH010000001;AAKHRW010000001;AAKIBJ010000001;AAKIRV010000001;AAKVXL010000001;AAKXLH010000001;AAKXSQ010000015;AALBLA010000003;AALEMJ010000001;AALENV010000001;AALEPB010000001;AALFTB010000001;AALFNL010000002;AALGXI010000001;AALMGT010000001;AALMHO010000001;AALMKT010000093;AAMAWW010000001;AAMEFW010000001;AAMGOH010000001;AAMGPA010000001;AAMGUA010000002;AAMHAR010000001;
